"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"145823","3053","491","1014551","2.09","Employed","No","rejected","240"
"44837","7782","632","1106497","17.36","Employed","No","approved","24"
"151596","54622","726","44807","36.03","Self-Employed","No","approved","60"
"94280","12800","529","1670675","13.58","Employed","No","approved","180"
"42680","6205","786","1448264","14.54","Employed","No","approved","240"
"22273","6868","500","1681951","30.84","Self-Employed","No","approved","48"
"20820","10195","818","1657478","48.97","Employed","No","approved","24"
"190619","25782","646","1615420","13.53","Self-Employed","No","approved","60"
"126172","62384","678","2482842","49.44","Self-Employed","No","approved","12"
"184287","70458","682","806892","38.23","Self-Employed","No","approved","24"
"108744","34443","491","1053873","31.67","Employed","No","rejected","12"
"94199","40146","536","1823225","42.62","Self-Employed","No","approved","120"
"29014","3013","768","612438","10.38","Self-Employed","No","approved","60"
"62154","26623","724","1928714","42.83","Self-Employed","No","approved","48"
"136526","38971","565","2097242","28.54","Employed","No","approved","24"
"0","0","601","944122","0","Self-Employed","No","rejected","240"
"112867","16078","449","1021145","14.25","Self-Employed","No","rejected","48"
"167811","75171","821","352672","44.8","Employed","No","approved","180"
"133371","74745","682","1727054","56.04","Self-Employed","No","approved","48"
"121383","71405","662","457784","58.83","Employed","No","approved","48"
"56795","5010","443","2181259","8.82","Self-Employed","No","rejected","48"
"87699","12727","467","1164080","14.51","Self-Employed","No","rejected","12"
"53107","23984","619","38886","45.16","Employed","No","approved","36"
"170311","50","488","1930438","0.03","Self-Employed","No","rejected","48"
"122301","9735","734","765116","7.96","Self-Employed","No","approved","180"
"96360","26358","481","1679897","27.35","Employed","No","rejected","240"
"8227","4400","815","2017639","53.48","Employed","No","rejected","240"
"69839","21903","651","911985","31.36","Self-Employed","No","approved","24"
"76026","41486","568","681533","54.57","Employed","No","approved","48"
"14173","5212","448","2305541","36.77","Employed","No","rejected","180"
"148321","13185","474","961764","8.89","Employed","No","rejected","180"
"33013","17625","764","2243627","53.39","Self-Employed","No","approved","36"
"40349","10428","428","2249970","25.84","Employed","No","rejected","48"
"116633","65307","563","1599805","55.99","Self-Employed","No","approved","36"
"15288","1630","477","2374658","10.66","Self-Employed","No","rejected","60"
"199290","2872","508","1302183","1.44","Self-Employed","No","approved","120"
"178385","35464","539","841585","19.88","Employed","No","approved","180"
"115780","67678","507","2251022","58.45","Self-Employed","No","approved","120"
"72991","24401","783","111639","33.43","Employed","No","approved","240"
"137260","1736","600","2206043","1.26","Self-Employed","No","approved","180"
"156044","58970","557","2414626","37.79","Self-Employed","No","approved","12"
"145617","28281","624","1745286","19.42","Employed","No","approved","60"
"132518","65856","451","1526221","49.7","Self-Employed","No","rejected","60"
"114132","50331","428","1637438","44.1","Employed","No","rejected","36"
"0","0","725","132774","0","Self-Employed","No","rejected","180"
"178376","10978","607","1095897","6.15","Employed","No","approved","180"
"18358","3315","798","1868377","18.06","Self-Employed","No","rejected","36"
"156961","10084","609","665597","6.42","Employed","No","approved","24"
"39513","16514","562","287575","41.79","Employed","No","approved","48"
"131634","50188","531","877878","38.13","Self-Employed","No","approved","36"
"192601","3869","562","397339","2.01","Self-Employed","No","approved","24"
"122062","33011","556","652689","27.04","Employed","No","approved","60"
"59255","20386","603","467233","34.4","Self-Employed","No","approved","240"
"183174","83952","572","1082717","45.83","Employed","No","approved","180"
"21138","4555","822","1218409","21.55","Self-Employed","No","approved","48"
"74262","27913","444","500195","37.59","Self-Employed","No","rejected","120"
"54869","9221","800","569483","16.81","Employed","No","approved","120"
"14218","3059","613","1472676","21.51","Self-Employed","No","rejected","48"
"195654","9497","812","197342","4.85","Employed","No","approved","24"
"116063","67228","818","402561","57.92","Self-Employed","No","approved","36"
"188042","64949","828","2094710","34.54","Self-Employed","No","approved","180"
"0","0","768","2217923","0","Self-Employed","No","rejected","240"
"106002","20244","623","1787760","19.1","Employed","No","approved","240"
"108020","41246","518","623546","38.18","Employed","No","approved","24"
"159876","36379","648","2390768","22.75","Employed","No","approved","60"
"77678","43808","792","2176089","56.4","Self-Employed","No","approved","12"
"187990","3049","493","85011","1.62","Self-Employed","No","rejected","24"
"113014","25816","618","563363","22.84","Employed","No","approved","120"
"155540","26956","663","1115047","17.33","Self-Employed","No","approved","120"
"43435","9915","460","1706975","22.83","Employed","No","rejected","180"
"171412","100726","847","1903007","58.76","Employed","No","approved","60"
"10879","3992","773","1382559","36.69","Employed","No","rejected","36"
"71713","14594","728","524802","20.35","Employed","No","approved","12"
"101263","47166","474","302204","46.58","Employed","No","rejected","48"
"126572","10262","508","2442204","8.11","Self-Employed","No","approved","12"
"0","0","472","332431","0","Employed","No","rejected","48"
"172365","52952","740","2049687","30.72","Self-Employed","No","approved","240"
"0","0","632","886904","0","Employed","No","rejected","60"
"151599","75658","463","883150","49.91","Self-Employed","No","rejected","240"
"127711","57377","789","478645","44.93","Self-Employed","No","approved","36"
"0","0","620","2427364","0","Self-Employed","No","rejected","12"
"0","0","765","2292751","0","Self-Employed","No","rejected","120"
"71785","38847","424","486557","54.12","Employed","No","rejected","48"
"138602","29643","639","1184859","21.39","Self-Employed","No","approved","180"
"92644","47783","614","1833536","51.58","Self-Employed","No","approved","36"
"0","0","488","201034","0","Employed","No","rejected","240"
"183934","36676","615","122088","19.94","Employed","No","approved","12"
"118713","66095","428","895132","55.68","Self-Employed","No","rejected","60"
"0","0","796","2391613","0","Employed","No","rejected","60"
"13409","6737","818","1078496","50.24","Self-Employed","No","approved","48"
"37907","9442","716","1193769","24.91","Employed","No","approved","12"
"71438","26131","584","2366205","36.58","Employed","No","approved","240"
"17365","7856","548","2131645","45.24","Employed","No","rejected","60"
"43700","781","764","1404149","1.79","Employed","No","approved","24"
"0","0","686","1314865","0","Employed","No","rejected","60"
"145904","22167","678","2402918","15.19","Employed","No","approved","24"
"206941","78025","747","2225722","37.7","Self-Employed","No","approved","120"
"166107","92132","713","1258117","55.47","Employed","No","approved","36"
"139136","30538","730","2129229","21.95","Self-Employed","No","approved","36"
"151952","49828","656","637993","32.79","Employed","No","approved","12"
"155668","70385","738","1860268","45.21","Self-Employed","No","approved","12"
"128308","68274","739","1717864","53.21","Employed","No","approved","180"
"0","0","516","622877","0","Employed","No","rejected","60"
"184974","16286","621","1005148","8.8","Self-Employed","No","approved","180"
"165013","18711","723","228709","11.34","Employed","No","approved","48"
"140464","33553","717","1780395","23.89","Employed","No","approved","24"
"23185","8588","658","689042","37.04","Self-Employed","No","approved","120"
"158025","44444","591","128389","28.12","Employed","No","approved","180"
"119362","52379","576","470625","43.88","Employed","No","approved","24"
"170792","83534","776","231937","48.91","Self-Employed","No","approved","48"
"0","0","848","2073208","0","Self-Employed","No","rejected","48"
"134309","19786","521","179302","14.73","Employed","No","approved","24"
"194619","115716","445","1577733","59.46","Employed","No","rejected","36"
"0","0","588","410603","0","Self-Employed","No","rejected","60"
"46118","8501","422","2438670","18.43","Employed","No","rejected","12"
"43270","15236","463","1161809","35.21","Self-Employed","No","rejected","48"
"127573","50043","524","2124027","39.23","Self-Employed","No","approved","60"
"21385","7910","819","2179639","36.99","Employed","No","rejected","12"
"149455","40275","627","2186746","26.95","Self-Employed","No","approved","60"
"105129","4538","469","153734","4.32","Self-Employed","No","rejected","120"
"99710","16345","420","349620","16.39","Employed","No","rejected","60"
"10949","4640","546","2153103","42.38","Employed","No","rejected","180"
"152752","84898","611","2052286","55.58","Employed","No","approved","48"
"0","0","545","827860","0","Employed","No","rejected","120"
"172772","42875","753","355941","24.82","Employed","No","approved","48"
"89385","49734","845","223952","55.64","Employed","No","approved","36"
"58080","9933","615","240616","17.1","Employed","No","approved","12"
"26384","9953","496","1563857","37.72","Self-Employed","No","rejected","180"
"140328","52283","730","240709","37.26","Self-Employed","No","approved","120"
"185128","49615","737","50216","26.8","Employed","No","approved","60"
"33888","7408","686","1450274","21.86","Employed","No","approved","60"
"98127","20725","463","784172","21.12","Employed","No","rejected","48"
"112791","45829","577","261687","40.63","Self-Employed","No","approved","48"
"73099","10062","695","1536991","13.76","Employed","No","approved","240"
"165626","49567","835","2081804","29.93","Employed","No","approved","24"
"10859","3170","507","233118","29.19","Self-Employed","No","approved","12"
"197388","48819","482","1507634","24.73","Self-Employed","No","rejected","24"
"70903","34059","629","1314949","48.04","Employed","No","approved","36"
"152379","9714","485","159359","6.37","Employed","No","rejected","24"
"67513","39930","688","1144926","59.14","Employed","No","approved","12"
"180755","104684","611","2479620","57.91","Self-Employed","No","approved","48"
"0","0","561","2097114","0","Self-Employed","No","rejected","24"
"124137","20478","574","1458081","16.5","Employed","No","approved","60"
"56755","22668","712","2399235","39.94","Self-Employed","No","approved","60"
"0","0","538","2514911","0","Employed","No","rejected","12"
"33105","13299","514","620871","40.17","Employed","No","approved","36"
"179944","42342","815","2288102","23.53","Employed","No","approved","36"
"122364","66870","626","1723436","54.65","Self-Employed","No","approved","48"
"174222","70934","823","2257324","40.71","Employed","No","approved","180"
"130526","52241","753","2159762","40.02","Self-Employed","No","approved","120"
